test1    test2     [MATRIX,50,0,0,0.5,0.5]
1.716299 -0.485527 -0.288690 
1.716299 -0.476371 -0.274957 
1.711721 -0.485527 -0.293267 
1.711721 -0.480949 -0.293267 
1.716299 -0.494682 -0.284112 
1.716299 -0.480949 -0.279535 
1.711721 -0.494682 -0.288690 
1.707144 -0.490104 -0.284112 
1.711721 -0.494682 -0.274957 
1.711721 -0.499259 -0.284112 
1.707144 -0.503837 -0.288690 
1.707144 -0.494682 -0.279535 
1.707144 -0.494682 -0.274957 
1.707144 -0.503837 -0.279535 
1.707144 -0.490104 -0.279535 
1.711721 -0.494682 -0.284112 
1.702566 -0.499259 -0.288690 
1.702566 -0.499259 -0.284112 
1.702566 -0.490104 -0.288690 
1.697989 -0.490104 -0.293267 
1.697989 -0.490104 -0.293267 
1.697989 -0.485527 -0.293267 
1.697989 -0.485527 -0.297845 
1.693411 -0.485527 -0.302423 
1.697989 -0.485527 -0.302423 
1.693411 -0.490104 -0.307000 
1.693411 -0.499259 -0.302423 
1.697989 -0.499259 -0.311578 
1.693411 -0.499259 -0.297845 
1.693411 -0.499259 -0.297845 
1.688833 -0.503837 -0.284112 
1.684256 -0.503837 -0.274957 
1.688833 -0.508415 -0.265802 
1.693411 -0.508415 -0.270379 
1.679678 -0.494682 -0.256647 
1.688833 -0.494682 -0.265802 
1.679678 -0.499259 -0.261224 
1.665945 -0.490104 -0.265802 
1.656790 -0.485527 -0.274957 
1.643057 -0.485527 -0.270379 
1.620169 -0.490104 -0.279535 
1.601859 -0.485527 -0.274957 
1.574393 -0.485527 -0.288690 
1.551505 -0.485527 -0.284112 
1.524040 -0.494682 -0.288690 
1.505729 -0.494682 -0.297845 
1.478264 -0.494682 -0.311578 
1.441643 -0.503837 -0.302423 
1.418755 -0.503837 -0.302423 
1.386712 -0.508415 -0.297845 
1.354669 -0.503837 -0.297845 
1.331781 -0.503837 -0.297845 
1.290582 -0.494682 -0.297845 
1.263117 -0.499259 -0.293267 
1.240229 -0.499259 -0.270379 
1.203608 -0.494682 -0.279535 
1.171565 -0.485527 -0.274957 
1.130366 -0.476371 -0.284112 
1.098323 -0.480949 -0.279535 
1.070857 -0.485527 -0.274957 
1.043392 -0.480949 -0.274957 
1.006771 -0.476371 -0.279535 
0.983883 -0.476371 -0.274957 
0.942685 -0.471794 -0.270379 
0.915219 -0.476371 -0.270379 
0.878598 -0.480949 -0.284112 
0.846555 -0.480949 -0.293267 
0.809934 -0.480949 -0.293267 
0.787046 -0.485527 -0.293267 
0.750425 -0.485527 -0.288690 
0.727537 -0.480949 -0.302423 
0.695494 -0.485527 -0.297845 
0.658873 -0.485527 -0.297845 
0.640563 -0.480949 -0.307000 
0.594787 -0.476371 -0.297845 
0.562744 -0.471794 -0.307000 
0.521545 -0.476371 -0.302423 
0.494080 -0.476371 -0.297845 
0.462037 -0.471794 -0.302423 
0.429993 -0.471794 -0.297845 
0.402528 -0.467216 -0.297845 
0.370485 -0.471794 -0.297845 
0.333864 -0.471794 -0.284112 
0.301821 -0.476371 -0.288690 
0.265200 -0.476371 -0.288690 
0.237734 -0.476371 -0.284112 
0.201113 -0.480949 -0.279535 
0.173648 -0.480949 -0.284112 
0.137027 -0.480949 -0.279535 
0.104984 -0.471794 -0.288690 
0.072941 -0.471794 -0.284112 
0.040897 -0.476371 -0.274957 
-0.004879 -0.471794 -0.284112 
-0.032344 -0.469505 -0.288690 
-0.059810 -0.467216 -0.293267 
-0.096431 -0.467216 -0.293267 
